seqnames,start,end,width,strand,pileup_macs2,score_ChIPSP,feature,start_position,end_position,feature_strand,insideFeature,distancetoFeature,shortestDistance,fromOverlappingOrNearest,symbol,pileup,score,Rank
chr12,104680000,104690000,10001,*,26.33,0.023667302,7296,104606488,104744085,+,inside,73512,54085,Overlapping,TXNRD1,26.33,0.023667302,384
chr12,104680000,104690000,10001,*,26.33,0.023667302,493861,104697510,104698982,+,upstream,-17510,7510,NearestLocation,EID3,26.33,0.023667302,384
chr16,19510000,19515000,5001,*,15.05,0.022775864,79838,19421861,19510434,+,overlapEnd,88139,434,Overlapping,TMC5,15.05,0.022775864,385
chr16,19510000,19515000,5001,*,15.05,0.022775864,51573,19513015,19533450,-,overlapEnd,23450,1985,NearestLocation,GDE1,15.05,0.022775864,385
chr3,188300000,188305000,5001,*,55.8,0.022226735,285386,188665003,189041271,+,upstream,-365003,360003,NearestLocation,TPRG1,55.8,0.022226735,386
chr3,188300000,188305000,5001,*,55.8,0.022226735,4026,187871663,188608460,+,inside,428337,303460,Overlapping,LPP,55.8,0.022226735,386
chr5,23820000,23825000,5001,*,14.42,0.02206616,56979,23507724,23528706,+,downstream,312276,291294,NearestLocation,PRDM9,15.67,0.028435911,387
chr5,23820000,23825000,5001,*,14.42,0.02206616,56979,23507724,23528706,+,downstream,312276,291294,NearestLocation,PRDM9,14.42,0.02206616,387
chr11,34910000,34915000,5001,*,14.42,0.02203653,51074,34896714,34937939,-,inside,27939,13286,Overlapping,APIP,14.42,0.02203653,388
chr11,34910000,34915000,5001,*,14.42,0.02203653,8050,34937677,35017675,+,upstream,-27677,22677,NearestLocation,PDHX,14.42,0.02203653,388
chr1,162770000,162780000,10001,*,16.3,0.021925393,51478,162760496,162782608,+,inside,9504,2608,NearestLocation,HSD17B7,16.3,0.021925393,389
chr1,220360000,220370000,10001,*,31.97,0.021852126,25782,220321610,220445843,-,inside,85843,38390,Overlapping,RAB3GAP2,31.97,0.021852126,390
chr1,220360000,220370000,10001,*,31.97,0.021852126,677818,220373884,220374018,-,downstream,14018,3884,NearestLocation,SNORA36B,31.97,0.021852126,390
chr3,42275000,42280000,5001,*,14.42,0.021776672,885,42299318,42307662,-,downstream,32662,19318,NearestLocation,CCK,14.42,0.021776672,391
chr3,42275000,42280000,5001,*,14.42,0.021776672,885,42299318,42307662,-,downstream,32662,19318,NearestLocation,CCK,89.65,0.405133786,391
chr2,173890000,173900000,10001,*,25.71,0.021710044,11069,173600525,173917620,+,inside,289475,17620,Overlapping,RAPGEF4,25.71,0.021710044,392
chr2,173890000,173900000,10001,*,25.71,0.021710044,51776,173940565,174132737,+,upstream,-50565,40565,NearestLocation,MAP3K20,25.71,0.021710044,392
chr9,101755000,101760000,5001,*,14.42,0.021638722,1306,101705995,101833074,+,inside,49005,49005,NearestLocation,COL15A1,14.42,0.021638722,393
chr17,55935000,55940000,5001,*,15.05,0.021342412,51649,55916287,55927433,-,upstream,-7567,7567,NearestLocation,MRPS23,15.05,0.021342412,394
chr17,55935000,55940000,5001,*,15.05,0.021342412,404093,55938604,56032684,-,overlapEnd,97684,1396,Overlapping,CUEDC1,15.05,0.021342412,394
chr1,82230000,82240000,10001,*,18.81,0.021140536,23266,81771845,82458107,+,inside,458155,218107,NearestLocation,ADGRL2,18.81,0.021140536,395
chr2,10585000,10590000,5001,*,14.42,0.021103446,100302743,10586840,10586975,-,includeFeature,1975,1840,NearestLocation,SNORA80B,14.42,0.021103446,396
chr2,10585000,10590000,5001,*,14.42,0.021103446,4953,10580508,10588453,-,overlapStart,3453,1547,Overlapping,ODC1,14.42,0.021103446,396
chr12,27185000,27190000,5001,*,14.42,0.021057659,9412,27175455,27183606,+,downstream,9545,1394,NearestLocation,MED21,31.35,0.107329571,397
chr12,27185000,27190000,5001,*,14.42,0.021057659,9412,27175455,27183606,+,downstream,9545,1394,NearestLocation,MED21,14.42,0.021057659,397
chr20,22670000,22680000,10001,*,15.05,0.020987341,3170,22561642,22566101,-,upstream,-103899,103899,NearestLocation,FOXA2,15.05,0.020987341,398
chr7,47985000,47990000,5001,*,14.42,0.020923113,168507,47814250,47988071,-,overlapStart,3071,1929,NearestLocation,PKD1L1,14.42,0.020923113,399
chr4,41210000,41220000,10001,*,15.67,0.020914336,323,40812044,41216635,-,overlapStart,6635,3365,NearestLocation,APBB2,15.67,0.020914336,400
chr2,232265000,232270000,5001,*,28.84,0.020614154,93010,232260335,232265875,+,overlapEnd,4665,875,NearestLocation,B3GNT7,28.84,0.020614154,401
chr12,58390000,58400000,10001,*,35.11,0.020561805,91419,58335445,58351052,+,downstream,54555,38948,NearestLocation,ATP23,35.11,0.020561805,402
chr3,155420000,155430000,10001,*,14.42,0.020388376,23007,155197671,155421997,-,overlapStart,1997,1997,NearestLocation,PLCH1,14.42,0.020388376,403
chr5,63250000,63260000,10001,*,15.05,0.019960006,3350,63255875,63258119,-,includeFeature,8119,1881,NearestLocation,HTR1A,15.05,0.019960006,404
chr5,157150000,157160000,10001,*,21.94,0.019741434,54974,157158323,157166772,+,overlapStart,-8323,1677,NearestLocation,THG1L,21.94,0.019741434,405
chr9,94180000,94190000,10001,*,30.72,0.019538572,4783,94171327,94186144,-,overlapStart,6144,3856,NearestLocation,NFIL3,30.72,0.019538572,406
chr4,139320000,139325000,5001,*,20.69,0.019159269,100874047,139230865,139345498,+,inside,89135,20498,NearestLocation,LINC00499,20.69,0.019159269,407
chr1,180830000,180840000,10001,*,13.79,0.019074806,9213,180601146,180859415,+,inside,228854,19415,Overlapping,XPR1,62.07,0.265100081,408
chr1,180830000,180840000,10001,*,13.79,0.019074806,9213,180601146,180859415,+,inside,228854,19415,Overlapping,XPR1,13.79,0.019074806,408
chr1,180830000,180840000,10001,*,13.79,0.019074806,57710,180882313,180919922,+,upstream,-52313,42313,NearestLocation,KIAA1614,62.07,0.265100081,408
chr1,180830000,180840000,10001,*,13.79,0.019074806,57710,180882313,180919922,+,upstream,-52313,42313,NearestLocation,KIAA1614,13.79,0.019074806,408
chr7,131630000,131635000,5001,*,13.79,0.018657615,5420,131185021,131241376,-,upstream,-388624,388624,NearestLocation,PODXL,13.79,0.018657615,409
chr9,73035000,73040000,5001,*,14.42,0.018560592,687,72999513,73029573,-,upstream,-5427,5427,NearestLocation,KLF9,94.04,0.424288273,410
chr9,73035000,73040000,5001,*,14.42,0.018560592,687,72999513,73029573,-,upstream,-5427,5427,NearestLocation,KLF9,12.54,0.008980486,410
chr9,73035000,73040000,5001,*,14.42,0.018560592,687,72999513,73029573,-,upstream,-5427,5427,NearestLocation,KLF9,13.79,0.015350238,410
chr9,73035000,73040000,5001,*,14.42,0.018560592,687,72999513,73029573,-,upstream,-5427,5427,NearestLocation,KLF9,14.42,0.018560592,410
chr5,157145000,157150000,5001,*,21.94,0.018517798,54974,157158323,157166772,+,upstream,-13323,8323,NearestLocation,THG1L,21.94,0.018517798,411
chr5,23820000,23830000,10001,*,15.67,0.018468364,56979,23507724,23528706,+,downstream,312276,291294,NearestLocation,PRDM9,14.42,0.012098613,412
chr5,23820000,23830000,10001,*,15.67,0.018468364,56979,23507724,23528706,+,downstream,312276,291294,NearestLocation,PRDM9,15.67,0.018468364,412
chr14,89500000,89505000,5001,*,14.42,0.018457391,123016,89290497,89344335,+,downstream,209503,155665,NearestLocation,TTC8,14.42,0.018457391,413
chr6,47745000,47750000,5001,*,14.42,0.01834194,221391,47749775,47794116,+,overlapStart,-4775,225,NearestLocation,OPN5,14.42,0.01834194,414
chr15,77480000,77485000,5001,*,16.3,0.018271455,81698,77516250,77517746,-,downstream,37746,31250,NearestLocation,LINC00597,16.3,0.018271455,415
chr15,77480000,77485000,5001,*,16.3,0.018271455,81698,77516250,77517746,-,downstream,37746,31250,NearestLocation,LINC00597,20.06,0.037431667,415
chr15,77480000,77485000,5001,*,16.3,0.018271455,79834,77400498,77712446,-,inside,232446,79502,Overlapping,PEAK1,16.3,0.018271455,415
chr15,77480000,77485000,5001,*,16.3,0.018271455,79834,77400498,77712446,-,inside,232446,79502,Overlapping,PEAK1,20.06,0.037431667,415
chr7,27235000,27240000,5001,*,13.79,0.018154311,3209,27236499,27239725,-,includeFeature,4725,275,NearestLocation,HOXA13,13.79,0.018154311,416
chr5,14725000,14730000,5001,*,13.79,0.01809973,100130744,14712803,14716638,+,downstream,12197,8362,NearestLocation,LOC100130744,13.79,0.01809973,417
chr5,14725000,14730000,5001,*,13.79,0.01809973,56172,14704909,14871887,-,inside,146887,20091,Overlapping,ANKH,13.79,0.01809973,417
chr8,11420000,11430000,10001,*,16.3,0.017960653,640,11351521,11422108,+,overlapEnd,68479,2108,Overlapping,BLK,16.3,0.017960653,418
chr8,11420000,11430000,10001,*,16.3,0.017960653,83655,11434044,11438850,+,upstream,-14044,4044,NearestLocation,LINC00208,16.3,0.017960653,418
chr7,27230000,27240000,10001,*,13.79,0.01778477,221883,27225027,27228912,+,downstream,4973,1088,NearestLocation,HOXA11-AS,13.79,0.01778477,419
chr7,27230000,27240000,10001,*,13.79,0.01778477,3209,27236499,27239725,-,includeFeature,9725,275,Overlapping,HOXA13,13.79,0.01778477,419
chr8,97340000,97350000,10001,*,21.94,0.017772758,9791,97274167,97346774,+,overlapEnd,65833,3226,NearestLocation,PTDSS1,21.94,0.017772758,420
chr8,97340000,97350000,10001,*,21.94,0.017772758,9791,97274167,97346774,+,overlapEnd,65833,3226,NearestLocation,PTDSS1,21.94,-0.247389553,420
chr12,27580000,27585000,5001,*,14.42,0.017660413,341346,27619743,27655118,+,upstream,-39743,34743,NearestLocation,SMCO2,14.42,0.017660413,421
chr12,27580000,27585000,5001,*,14.42,0.017660413,341346,27619743,27655118,+,upstream,-39743,34743,NearestLocation,SMCO2,13.79,0.014450058,421
chr3,5015000,5020000,5001,*,15.05,0.017596872,8553,5021097,5026865,+,upstream,-6097,1097,NearestLocation,BHLHE40,15.05,0.017596872,422
chr3,5015000,5020000,5001,*,15.05,0.017596872,100507582,4938493,5021646,-,inside,6646,1646,Overlapping,BHLHE40-AS1,15.05,0.017596872,422
chr6,17580000,17590000,10001,*,13.79,0.017520824,51439,17600518,17611950,+,upstream,-20518,10518,NearestLocation,FAM8A1,13.79,0.017520824,423
chr12,78080000,78090000,10001,*,16.3,0.017434225,89795,78225069,78606790,+,upstream,-145069,135069,NearestLocation,NAV3,30.09,0.087705321,424
chr12,78080000,78090000,10001,*,16.3,0.017434225,89795,78225069,78606790,+,upstream,-145069,135069,NearestLocation,NAV3,16.3,0.017434225,424
chr1,245310000,245320000,10001,*,13.79,0.017212743,55083,245318287,245866428,+,overlapStart,-8287,1713,NearestLocation,KIF26B,13.79,0.017212743,425
chr1,245310000,245320000,10001,*,13.79,0.017212743,55083,245318287,245866428,+,overlapStart,-8287,1713,NearestLocation,KIF26B,18.18,0.039583309,425
chr1,245310000,245320000,10001,*,13.79,0.017212743,55083,245318287,245866428,+,overlapStart,-8287,1713,NearestLocation,KIF26B,19.44,0.046004019,425
chr6,17800000,17810000,10001,*,13.79,0.016926036,63971,17759414,17987854,-,inside,187854,40586,Overlapping,KIF13A,13.79,0.016926036,426
chr6,17800000,17810000,10001,*,13.79,0.016926036,9972,17615266,17707065,-,upstream,-92935,92935,NearestLocation,NUP153,13.79,0.016926036,426
chr5,42640000,42650000,10001,*,19.44,0.016898961,2690,42423877,42721980,+,inside,216123,71980,Overlapping,GHR,19.44,0.016898961,427
chr5,42640000,42650000,10001,*,19.44,0.016898961,2690,42423877,42721980,+,inside,216123,71980,Overlapping,GHR,13.79,-0.011892315,427
chr5,42640000,42650000,10001,*,19.44,0.016898961,2690,42423877,42721980,+,inside,216123,71980,Overlapping,GHR,15.67,-0.002312209,427
chr5,42640000,42650000,10001,*,19.44,0.016898961,100129792,42756920,42802539,+,upstream,-116920,106920,NearestLocation,CCDC152,19.44,0.016898961,427
chr5,42640000,42650000,10001,*,19.44,0.016898961,100129792,42756920,42802539,+,upstream,-116920,106920,NearestLocation,CCDC152,13.79,-0.011892315,427
chr5,42640000,42650000,10001,*,19.44,0.016898961,100129792,42756920,42802539,+,upstream,-116920,106920,NearestLocation,CCDC152,15.67,-0.002312209,427
chr11,62165000,62170000,5001,*,29.47,0.01677242,7356,62186507,62190678,+,upstream,-21507,16507,NearestLocation,SCGB1A1,29.47,0.01677242,428
chr6,125600000,125610000,10001,*,20.69,0.01596138,51020,125596496,125623282,-,inside,23282,3504,NearestLocation,HDDC2,20.69,0.01596138,429
chr14,34300000,34310000,10001,*,15.67,0.015930723,112399,34393421,34420284,-,downstream,120284,83421,NearestLocation,EGLN3,15.67,0.015930723,430
chr14,34300000,34310000,10001,*,15.67,0.015930723,112399,34393421,34420284,-,downstream,120284,83421,NearestLocation,EGLN3,17.55,0.025510829,430
chr20,52200000,52205000,5001,*,20.69,0.015671188,7764,52183610,52210801,-,inside,10801,5801,NearestLocation,ZNF217,20.69,0.015671188,431
chr6,132805000,132810000,5001,*,13.17,0.015551401,8417,132778663,132834337,-,inside,29337,24337,NearestLocation,STX7,11.91,0.009130692,432
chr6,132805000,132810000,5001,*,13.17,0.015551401,8417,132778663,132834337,-,inside,29337,24337,NearestLocation,STX7,13.17,0.015551401,432
chr9,73035000,73040000,5001,*,13.79,0.015350238,687,72999513,73029573,-,upstream,-5427,5427,NearestLocation,KLF9,94.04,0.424288273,433
chr9,73035000,73040000,5001,*,13.79,0.015350238,687,72999513,73029573,-,upstream,-5427,5427,NearestLocation,KLF9,12.54,0.008980486,433
chr9,73035000,73040000,5001,*,13.79,0.015350238,687,72999513,73029573,-,upstream,-5427,5427,NearestLocation,KLF9,13.79,0.015350238,433
chr9,73035000,73040000,5001,*,13.79,0.015350238,687,72999513,73029573,-,upstream,-5427,5427,NearestLocation,KLF9,14.42,0.018560592,433
chr3,111580000,111585000,5001,*,13.17,0.01520206,90102,111451327,111695364,+,inside,128673,110364,Overlapping,PHLDB2,13.17,0.01520206,434
chr3,111580000,111585000,5001,*,13.17,0.01520206,55347,111697723,111712215,+,upstream,-117723,112723,NearestLocation,ABHD10,13.17,0.01520206,434
chr8,94970000,94980000,10001,*,13.79,0.015189042,54704,94929083,94938296,+,downstream,40917,31704,NearestLocation,PDP1,13.79,0.015189042,435
chr16,12910000,12915000,5001,*,28.84,0.015157899,55313,12753656,12897744,-,upstream,-12256,12256,NearestLocation,CPPED1,28.84,0.015157899,436
chr3,160990000,160995000,5001,*,13.17,0.01507697,51068,160939099,160971320,+,downstream,50901,18680,NearestLocation,NMD3,13.17,0.01507697,437
chr7,107515000,107520000,5001,*,13.17,0.015064448,1738,107531586,107561643,+,upstream,-16586,11586,NearestLocation,DLD,13.17,0.015064448,438
chr12,93960000,93970000,10001,*,14.42,0.014674375,144481,93936239,93965544,-,overlapStart,5544,4456,Overlapping,SOCS2-AS1,14.42,0.014674375,439
chr12,93960000,93970000,10001,*,14.42,0.014674375,8835,93963598,93970521,+,overlapStart,-3598,521,NearestLocation,SOCS2,14.42,0.014674375,439
chr6,132800000,132810000,10001,*,13.17,0.014479205,8417,132778663,132834337,-,inside,34337,21337,NearestLocation,STX7,11.91,0.008058495,440
chr6,132800000,132810000,10001,*,13.17,0.014479205,8417,132778663,132834337,-,inside,34337,21337,NearestLocation,STX7,13.17,0.014479205,440
chr12,27580000,27585000,5001,*,13.79,0.014450058,341346,27619743,27655118,+,upstream,-39743,34743,NearestLocation,SMCO2,14.42,0.017660413,441
chr12,27580000,27585000,5001,*,13.79,0.014450058,341346,27619743,27655118,+,upstream,-39743,34743,NearestLocation,SMCO2,13.79,0.014450058,441
chr5,168625000,168630000,5001,*,13.17,0.014436614,693170,168690605,168690698,-,downstream,65698,60605,NearestLocation,MIR585,13.17,0.014436614,442
chr5,168625000,168630000,5001,*,13.17,0.014436614,6586,168088738,168728133,-,inside,103133,98133,Overlapping,SLIT3,13.17,0.014436614,442
chr11,72950000,72960000,10001,*,25.08,0.014053312,5029,72929343,72953472,+,overlapEnd,20657,3472,NearestLocation,P2RY2,25.08,0.014053312,443
chr2,10580000,10590000,10001,*,14.42,0.013717061,4953,10580508,10588453,-,includeFeature,8453,508,Overlapping,ODC1,14.42,0.013717061,444
chr2,10580000,10590000,10001,*,14.42,0.013717061,100302743,10586840,10586975,-,includeFeature,6975,3025,NearestLocation,SNORA80B,14.42,0.013717061,444
chr3,66880000,66885000,5001,*,13.17,0.013600483,84541,67048727,67061632,+,upstream,-168727,163727,NearestLocation,KBTBD8,13.17,0.013600483,445
chr15,94655000,94660000,5001,*,13.79,0.013570265,55784,94774801,95027181,+,upstream,-119801,114801,NearestLocation,MCTP2,13.79,0.013570265,446
chr17,66260000,66270000,10001,*,13.17,0.013527348,22901,66255323,66417000,+,inside,4677,4677,NearestLocation,ARSG,13.17,0.013527348,447
chr17,66260000,66270000,10001,*,13.17,0.013527348,9120,66263167,66287405,-,overlapEnd,27405,3167,Overlapping,SLC16A6,13.17,0.013527348,447
chr8,22470000,22480000,10001,*,20.06,0.013501469,55909,22477947,22526661,-,overlapEnd,56661,2053,Overlapping,BIN3,20.06,0.013501469,448
chr8,22470000,22480000,10001,*,20.06,0.013501469,57805,22462145,22477983,+,overlapEnd,7855,2017,NearestLocation,CCAR2,20.06,0.013501469,448
chr12,80130000,80140000,10001,*,13.79,0.013385427,5074,79985745,80084790,-,upstream,-45210,45210,NearestLocation,PAWR,13.79,0.013385427,449
chr3,160990000,161000000,10001,*,13.17,0.012865881,51068,160939099,160971320,+,downstream,50901,18680,NearestLocation,NMD3,13.17,0.012865881,450
chr12,32525000,32550000,25001,*,36.36,0.012815442,636,32260185,32531141,+,overlapEnd,264815,6141,Overlapping,BICD1,36.36,0.012815442,451
chr12,32525000,32550000,25001,*,36.36,0.012815442,121512,32638906,32798984,+,upstream,-113906,88906,NearestLocation,FGD4,36.36,0.012815442,451
chr4,89140000,89145000,5001,*,12.54,0.012785712,9429,89011416,89152474,-,inside,12474,7474,NearestLocation,ABCG2,33.86,0.121428191,452
chr4,89140000,89145000,5001,*,12.54,0.012785712,9429,89011416,89152474,-,inside,12474,7474,NearestLocation,ABCG2,12.54,0.012785712,452
chr20,8700000,8710000,10001,*,21.32,0.012707122,23236,8095100,8865547,+,inside,604900,155547,Overlapping,PLCB1,21.32,0.012707122,453
chr20,8700000,8710000,10001,*,21.32,0.012707122,5332,9049701,9461462,+,upstream,-349701,339701,NearestLocation,PLCB4,21.32,0.012707122,453
chr4,20420000,20430000,10001,*,13.17,0.012509646,100505893,20393812,20396479,+,downstream,26188,23521,NearestLocation,SLIT2-IT1,13.17,0.012509646,454
chr4,20420000,20430000,10001,*,13.17,0.012509646,100505893,20393812,20396479,+,downstream,26188,23521,NearestLocation,SLIT2-IT1,65.2,0.277644175,454
chr4,20420000,20430000,10001,*,13.17,0.012509646,9353,20255235,20620788,+,inside,164765,164765,Overlapping,SLIT2,13.17,0.012509646,454
chr4,20420000,20430000,10001,*,13.17,0.012509646,9353,20255235,20620788,+,inside,164765,164765,Overlapping,SLIT2,65.2,0.277644175,454
chr9,135120000,135130000,10001,*,12.54,0.012455005,84628,135037334,135118220,+,downstream,82666,1780,NearestLocation,NTNG2,12.54,0.012455005,455
chr1,242000000,242005000,5001,*,12.54,0.012278014,9156,242011493,242053241,+,upstream,-11493,6493,NearestLocation,EXO1,12.54,0.012278014,456
chr5,23820000,23830000,10001,*,14.42,0.012098613,56979,23507724,23528706,+,downstream,312276,291294,NearestLocation,PRDM9,14.42,0.012098613,457
chr5,23820000,23830000,10001,*,14.42,0.012098613,56979,23507724,23528706,+,downstream,312276,291294,NearestLocation,PRDM9,15.67,0.018468364,457
chr12,104165000,104170000,5001,*,15.05,0.012081266,51559,104166081,104234975,-,overlapEnd,69975,1081,NearestLocation,NT5DC3,15.05,0.012081266,458
chr15,33285000,33290000,5001,*,13.79,0.012077641,342184,33057745,33486934,-,inside,201934,196934,NearestLocation,FMN1,13.79,0.012077641,459
